"X","性別","醫療層級","縣市","年齡","年度","人數"
584,"F","醫學中心","花蓮縣",53,2010,2
585,"F","醫學中心","花蓮縣",53,2011,1
586,"F","醫學中心","花蓮縣",53,2012,3
587,"F","醫學中心","花蓮縣",54,2007,1
588,"F","醫學中心","花蓮縣",54,2008,1
589,"F","醫學中心","花蓮縣",54,2010,1
590,"F","醫學中心","花蓮縣",54,2011,2
591,"F","醫學中心","花蓮縣",54,2012,1
592,"F","醫學中心","花蓮縣",55,2008,1
593,"F","醫學中心","花蓮縣",55,2011,1
594,"F","醫學中心","花蓮縣",55,2012,2
595,"F","醫學中心","花蓮縣",56,2008,1
596,"F","醫學中心","花蓮縣",56,2009,1
597,"F","醫學中心","花蓮縣",57,2005,2
598,"F","醫學中心","花蓮縣",57,2009,1
599,"F","醫學中心","花蓮縣",57,2010,2
600,"F","醫學中心","花蓮縣",58,2006,2
601,"F","醫學中心","花蓮縣",58,2008,2
602,"F","醫學中心","花蓮縣",58,2010,1
603,"F","醫學中心","花蓮縣",58,2011,2
604,"F","醫學中心","花蓮縣",59,2007,1
605,"F","醫學中心","花蓮縣",59,2011,1
606,"F","醫學中心","花蓮縣",59,2012,2
607,"F","醫學中心","花蓮縣",60,2008,1
608,"F","醫學中心","花蓮縣",60,2012,1
609,"F","醫學中心","花蓮縣",65,2011,1
610,"F","醫學中心","台北市",18,2006,1
611,"F","醫學中心","台北市",19,2005,1
612,"F","醫學中心","台北市",19,2006,1
613,"F","醫學中心","台北市",19,2007,2
614,"F","醫學中心","台北市",19,2008,2
615,"F","醫學中心","台北市",20,2005,98
616,"F","醫學中心","台北市",20,2006,45
617,"F","醫學中心","台北市",20,2007,41
618,"F","醫學中心","台北市",20,2008,41
619,"F","醫學中心","台北市",20,2009,45
620,"F","醫學中心","台北市",20,2010,29
621,"F","醫學中心","台北市",20,2011,48
622,"F","醫學中心","台北市",20,2012,90
623,"F","醫學中心","台北市",21,2005,240
624,"F","醫學中心","台北市",21,2006,219
625,"F","醫學中心","台北市",21,2007,79
626,"F","醫學中心","台北市",21,2008,66
627,"F","醫學中心","台北市",21,2009,75
628,"F","醫學中心","台北市",21,2010,46
629,"F","醫學中心","台北市",21,2011,85
630,"F","醫學中心","台北市",21,2012,104
631,"F","醫學中心","台北市",22,2005,487
632,"F","醫學中心","台北市",22,2006,436
633,"F","醫學中心","台北市",22,2007,382
634,"F","醫學中心","台北市",22,2008,394
635,"F","醫學中心","台北市",22,2009,385
636,"F","醫學中心","台北市",22,2010,352
637,"F","醫學中心","台北市",22,2011,426
638,"F","醫學中心","台北市",22,2012,460
639,"F","醫學中心","台北市",23,2005,538
640,"F","醫學中心","台北市",23,2006,571
641,"F","醫學中心","台北市",23,2007,557
642,"F","醫學中心","台北市",23,2008,561
643,"F","醫學中心","台北市",23,2009,566
644,"F","醫學中心","台北市",23,2010,517
645,"F","醫學中心","台北市",23,2011,586
646,"F","醫學中心","台北市",23,2012,597
647,"F","醫學中心","台北市",24,2005,578
648,"F","醫學中心","台北市",24,2006,550
649,"F","醫學中心","台北市",24,2007,591
650,"F","醫學中心","台北市",24,2008,592
651,"F","醫學中心","台北市",24,2009,582
652,"F","醫學中心","台北市",24,2010,545
653,"F","醫學中心","台北市",24,2011,530
654,"F","醫學中心","台北市",24,2012,592
655,"F","醫學中心","台北市",25,2005,388
656,"F","醫學中心","台北市",25,2006,587
657,"F","醫學中心","台北市",25,2007,556
658,"F","醫學中心","台北市",25,2008,599
659,"F","醫學中心","台北市",25,2009,577
660,"F","醫學中心","台北市",25,2010,549
661,"F","醫學中心","台北市",25,2011,508
662,"F","醫學中心","台北市",25,2012,470
663,"F","醫學中心","台北市",26,2005,289
664,"F","醫學中心","台北市",26,2006,412
665,"F","醫學中心","台北市",26,2007,596
666,"F","醫學中心","台北市",26,2008,631
667,"F","醫學中心","台北市",26,2009,586
668,"F","醫學中心","台北市",26,2010,536
669,"F","醫學中心","台北市",26,2011,507
670,"F","醫學中心","台北市",26,2012,478
671,"F","醫學中心","台北市",27,2005,244
672,"F","醫學中心","台北市",27,2006,289
673,"F","醫學中心","台北市",27,2007,436
674,"F","醫學中心","台北市",27,2008,725
675,"F","醫學中心","台北市",27,2009,561
676,"F","醫學中心","台北市",27,2010,569
677,"F","醫學中心","台北市",27,2011,515
678,"F","醫學中心","台北市",27,2012,478
679,"F","醫學中心","台北市",28,2005,156
680,"F","醫學中心","台北市",28,2006,230
681,"F","醫學中心","台北市",28,2007,309
682,"F","醫學中心","台北市",28,2008,613
683,"F","醫學中心","台北市",28,2009,657
684,"F","醫學中心","台北市",28,2010,529
685,"F","醫學中心","台北市",28,2011,516
686,"F","醫學中心","台北市",28,2012,479
687,"F","醫學中心","台北市",29,2005,147
688,"F","醫學中心","台北市",29,2006,164
689,"F","醫學中心","台北市",29,2007,260
690,"F","醫學中心","台北市",29,2008,729
691,"F","醫學中心","台北市",29,2009,550
692,"F","醫學中心","台北市",29,2010,625
693,"F","醫學中心","台北市",29,2011,498
694,"F","醫學中心","台北市",29,2012,484
695,"F","醫學中心","台北市",30,2005,75
696,"F","醫學中心","台北市",30,2006,160
697,"F","醫學中心","台北市",30,2007,179
698,"F","醫學中心","台北市",30,2008,685
699,"F","醫學中心","台北市",30,2009,604
700,"F","醫學中心","台北市",30,2010,517
701,"F","醫學中心","台北市",30,2011,578
702,"F","醫學中心","台北市",30,2012,462
703,"F","醫學中心","台北市",31,2005,72
704,"F","醫學中心","台北市",31,2006,82
705,"F","醫學中心","台北市",31,2007,168
706,"F","醫學中心","台北市",31,2008,575
707,"F","醫學中心","台北市",31,2009,544
708,"F","醫學中心","台北市",31,2010,589
709,"F","醫學中心","台北市",31,2011,476
710,"F","醫學中心","台北市",31,2012,540
711,"F","醫學中心","台北市",32,2005,68
712,"F","醫學中心","台北市",32,2006,75
713,"F","醫學中心","台北市",32,2007,94
714,"F","醫學中心","台北市",32,2008,662
715,"F","醫學中心","台北市",32,2009,458
716,"F","醫學中心","台北市",32,2010,527
717,"F","醫學中心","台北市",32,2011,551
718,"F","醫學中心","台北市",32,2012,451
719,"F","醫學中心","台北市",33,2005,66
720,"F","醫學中心","台北市",33,2006,72
721,"F","醫學中心","台北市",33,2007,81
722,"F","醫學中心","台北市",33,2008,471
723,"F","醫學中心","台北市",33,2009,476
724,"F","醫學中心","台北市",33,2010,446
725,"F","醫學中心","台北市",33,2011,485
726,"F","醫學中心","台北市",33,2012,514
727,"F","醫學中心","台北市",34,2005,52
728,"F","醫學中心","台北市",34,2006,72
729,"F","醫學中心","台北市",34,2007,75
730,"F","醫學中心","台北市",34,2008,473
731,"F","醫學中心","台北市",34,2009,330
732,"F","醫學中心","台北市",34,2010,460
733,"F","醫學中心","台北市",34,2011,425
734,"F","醫學中心","台北市",34,2012,453
735,"F","醫學中心","台北市",35,2005,43
736,"F","醫學中心","台北市",35,2006,55
737,"F","醫學中心","台北市",35,2007,81
738,"F","醫學中心","台北市",35,2008,452
739,"F","醫學中心","台北市",35,2009,311
740,"F","醫學中心","台北市",35,2010,322
741,"F","醫學中心","台北市",35,2011,434
742,"F","醫學中心","台北市",35,2012,404
743,"F","醫學中心","台北市",36,2005,44
744,"F","醫學中心","台北市",36,2006,45
745,"F","醫學中心","台北市",36,2007,63
746,"F","醫學中心","台北市",36,2008,513
747,"F","醫學中心","台北市",36,2009,291
748,"F","醫學中心","台北市",36,2010,306
749,"F","醫學中心","台北市",36,2011,314
750,"F","醫學中心","台北市",36,2012,416
751,"F","醫學中心","台北市",37,2005,39
752,"F","醫學中心","台北市",37,2006,51
753,"F","醫學中心","台北市",37,2007,50
754,"F","醫學中心","台北市",37,2008,454
755,"F","醫學中心","台北市",37,2009,308
756,"F","醫學中心","台北市",37,2010,291
757,"F","醫學中心","台北市",37,2011,292
758,"F","醫學中心","台北市",37,2012,310
759,"F","醫學中心","台北市",38,2005,41
760,"F","醫學中心","台北市",38,2006,44
761,"F","醫學中心","台北市",38,2007,59
762,"F","醫學中心","台北市",38,2008,428
763,"F","醫學中心","台北市",38,2009,276
764,"F","醫學中心","台北市",38,2010,304
765,"F","醫學中心","台北市",38,2011,289
766,"F","醫學中心","台北市",38,2012,301
767,"F","醫學中心","台北市",39,2005,38
768,"F","醫學中心","台北市",39,2006,44
769,"F","醫學中心","台北市",39,2007,47
770,"F","醫學中心","台北市",39,2008,403
771,"F","醫學中心","台北市",39,2009,283
772,"F","醫學中心","台北市",39,2010,276
773,"F","醫學中心","台北市",39,2011,293
774,"F","醫學中心","台北市",39,2012,286
775,"F","醫學中心","台北市",40,2005,34
776,"F","醫學中心","台北市",40,2006,41
777,"F","醫學中心","台北市",40,2007,43
778,"F","醫學中心","台北市",40,2008,338
779,"F","醫學中心","台北市",40,2009,294
780,"F","醫學中心","台北市",40,2010,279
781,"F","醫學中心","台北市",40,2011,268
782,"F","醫學中心","台北市",40,2012,291
783,"F","醫學中心","台北市",41,2005,34
784,"F","醫學中心","台北市",41,2006,36
785,"F","醫學中心","台北市",41,2007,53
786,"F","醫學中心","台北市",41,2008,250
787,"F","醫學中心","台北市",41,2009,244
788,"F","醫學中心","台北市",41,2010,292
789,"F","醫學中心","台北市",41,2011,280
790,"F","醫學中心","台北市",41,2012,261
791,"F","醫學中心","台北市",42,2005,45
792,"F","醫學中心","台北市",42,2006,33
793,"F","醫學中心","台北市",42,2007,42
794,"F","醫學中心","台北市",42,2008,217
795,"F","醫學中心","台北市",42,2009,207
796,"F","醫學中心","台北市",42,2010,240
797,"F","醫學中心","台北市",42,2011,285
798,"F","醫學中心","台北市",42,2012,278
799,"F","醫學中心","台北市",43,2005,28
800,"F","醫學中心","台北市",43,2006,48
801,"F","醫學中心","台北市",43,2007,39
802,"F","醫學中心","台北市",43,2008,233
803,"F","醫學中心","台北市",43,2009,192
804,"F","醫學中心","台北市",43,2010,207
805,"F","醫學中心","台北市",43,2011,242
806,"F","醫學中心","台北市",43,2012,289
807,"F","醫學中心","台北市",44,2005,35
808,"F","醫學中心","台北市",44,2006,30
809,"F","醫學中心","台北市",44,2007,52
810,"F","醫學中心","台北市",44,2008,168
811,"F","醫學中心","台北市",44,2009,199
812,"F","醫學中心","台北市",44,2010,192
813,"F","醫學中心","台北市",44,2011,201
814,"F","醫學中心","台北市",44,2012,241
815,"F","醫學中心","台北市",45,2005,16
816,"F","醫學中心","台北市",45,2006,38
817,"F","醫學中心","台北市",45,2007,33
818,"F","醫學中心","台北市",45,2008,166
819,"F","醫學中心","台北市",45,2009,167
820,"F","醫學中心","台北市",45,2010,198
821,"F","醫學中心","台北市",45,2011,191
822,"F","醫學中心","台北市",45,2012,196
823,"F","醫學中心","台北市",46,2005,15
824,"F","醫學中心","台北市",46,2006,17
825,"F","醫學中心","台北市",46,2007,41
826,"F","醫學中心","台北市",46,2008,132
827,"F","醫學中心","台北市",46,2009,158
828,"F","醫學中心","台北市",46,2010,168
829,"F","醫學中心","台北市",46,2011,199
830,"F","醫學中心","台北市",46,2012,190
831,"F","醫學中心","台北市",47,2005,17
832,"F","醫學中心","台北市",47,2006,16
833,"F","醫學中心","台北市",47,2007,18
834,"F","醫學中心","台北市",47,2008,123
835,"F","醫學中心","台北市",47,2009,142
836,"F","醫學中心","台北市",47,2010,154
837,"F","醫學中心","台北市",47,2011,165
838,"F","醫學中心","台北市",47,2012,193
839,"F","醫學中心","台北市",48,2005,15
840,"F","醫學中心","台北市",48,2006,18
841,"F","醫學中心","台北市",48,2007,19
842,"F","醫學中心","台北市",48,2008,94
843,"F","醫學中心","台北市",48,2009,155
844,"F","醫學中心","台北市",48,2010,138
845,"F","醫學中心","台北市",48,2011,151
846,"F","醫學中心","台北市",48,2012,163
847,"F","醫學中心","台北市",49,2005,13
848,"F","醫學中心","台北市",49,2006,16
849,"F","醫學中心","台北市",49,2007,19
850,"F","醫學中心","台北市",49,2008,96
851,"F","醫學中心","台北市",49,2009,113
852,"F","醫學中心","台北市",49,2010,150
853,"F","醫學中心","台北市",49,2011,134
854,"F","醫學中心","台北市",49,2012,143
855,"F","醫學中心","台北市",50,2005,19
856,"F","醫學中心","台北市",50,2006,18
857,"F","醫學中心","台北市",50,2007,18
858,"F","醫學中心","台北市",50,2008,82
859,"F","醫學中心","台北市",50,2009,70
860,"F","醫學中心","台北市",50,2010,105
861,"F","醫學中心","台北市",50,2011,132
862,"F","醫學中心","台北市",50,2012,110
863,"F","醫學中心","台北市",51,2005,13
864,"F","醫學中心","台北市",51,2006,20
865,"F","醫學中心","台北市",51,2007,19
866,"F","醫學中心","台北市",51,2008,69
867,"F","醫學中心","台北市",51,2009,74
868,"F","醫學中心","台北市",51,2010,68
869,"F","醫學中心","台北市",51,2011,96
870,"F","醫學中心","台北市",51,2012,120
871,"F","醫學中心","台北市",52,2005,11
872,"F","醫學中心","台北市",52,2006,14
873,"F","醫學中心","台北市",52,2007,22
874,"F","醫學中心","台北市",52,2008,77
875,"F","醫學中心","台北市",52,2009,53
876,"F","醫學中心","台北市",52,2010,70
877,"F","醫學中心","台北市",52,2011,65
878,"F","醫學中心","台北市",52,2012,92
879,"F","醫學中心","台北市",53,2005,12
880,"F","醫學中心","台北市",53,2006,10
881,"F","醫學中心","台北市",53,2007,13
882,"F","醫學中心","台北市",53,2008,70
883,"F","醫學中心","台北市",53,2009,52
884,"F","醫學中心","台北市",53,2010,51
885,"F","醫學中心","台北市",53,2011,63
886,"F","醫學中心","台北市",53,2012,63
887,"F","醫學中心","台北市",54,2005,8
888,"F","醫學中心","台北市",54,2006,13
889,"F","醫學中心","台北市",54,2007,9
890,"F","醫學中心","台北市",54,2008,55
891,"F","醫學中心","台北市",54,2009,46
892,"F","醫學中心","台北市",54,2010,49
893,"F","醫學中心","台北市",54,2011,43
894,"F","醫學中心","台北市",54,2012,56
895,"F","醫學中心","台北市",55,2005,3
896,"F","醫學中心","台北市",55,2006,11
897,"F","醫學中心","台北市",55,2007,14
898,"F","醫學中心","台北市",55,2008,47
899,"F","醫學中心","台北市",55,2009,26
900,"F","醫學中心","台北市",55,2010,40
901,"F","醫學中心","台北市",55,2011,43
902,"F","醫學中心","台北市",55,2012,38
903,"F","醫學中心","台北市",56,2005,3
904,"F","醫學中心","台北市",56,2006,4
905,"F","醫學中心","台北市",56,2007,11
906,"F","醫學中心","台北市",56,2008,60
907,"F","醫學中心","台北市",56,2009,26
908,"F","醫學中心","台北市",56,2010,21
909,"F","醫學中心","台北市",56,2011,34
910,"F","醫學中心","台北市",56,2012,39
911,"F","醫學中心","台北市",57,2005,1
912,"F","醫學中心","台北市",57,2006,3
913,"F","醫學中心","台北市",57,2007,4
914,"F","醫學中心","台北市",57,2008,57
915,"F","醫學中心","台北市",57,2009,39
916,"F","醫學中心","台北市",57,2010,25
917,"F","醫學中心","台北市",57,2011,20
918,"F","醫學中心","台北市",57,2012,33
919,"F","醫學中心","台北市",58,2006,1
920,"F","醫學中心","台北市",58,2007,2
921,"F","醫學中心","台北市",58,2008,31
922,"F","醫學中心","台北市",58,2009,26
923,"F","醫學中心","台北市",58,2010,31
924,"F","醫學中心","台北市",58,2011,22
925,"F","醫學中心","台北市",58,2012,19
926,"F","醫學中心","台北市",59,2005,1
927,"F","醫學中心","台北市",59,2007,1
928,"F","醫學中心","台北市",59,2008,25
929,"F","醫學中心","台北市",59,2009,15
930,"F","醫學中心","台北市",59,2010,21
931,"F","醫學中心","台北市",59,2011,28
932,"F","醫學中心","台北市",59,2012,19
933,"F","醫學中心","台北市",60,2008,29
934,"F","醫學中心","台北市",60,2009,7
935,"F","醫學中心","台北市",60,2010,10
936,"F","醫學中心","台北市",60,2011,15
937,"F","醫學中心","台北市",60,2012,25
938,"F","醫學中心","台北市",61,2008,16
939,"F","醫學中心","台北市",61,2009,5
940,"F","醫學中心","台北市",61,2010,6
941,"F","醫學中心","台北市",61,2011,7
942,"F","醫學中心","台北市",61,2012,14
943,"F","醫學中心","台北市",62,2008,19
944,"F","醫學中心","台北市",62,2009,2
945,"F","醫學中心","台北市",62,2010,5
946,"F","醫學中心","台北市",62,2011,4
947,"F","醫學中心","台北市",62,2012,7
948,"F","醫學中心","台北市",63,2008,16
949,"F","醫學中心","台北市",63,2009,1
950,"F","醫學中心","台北市",63,2010,1
951,"F","醫學中心","台北市",63,2011,4
952,"F","醫學中心","台北市",63,2012,4
953,"F","醫學中心","台北市",64,2008,19
954,"F","醫學中心","台北市",64,2009,1
955,"F","醫學中心","台北市",64,2011,1
956,"F","醫學中心","台北市",64,2012,2
957,"F","醫學中心","台北市",65,2008,14
958,"F","醫學中心","台北市",65,2012,1
959,"F","醫學中心","台南市",18,2008,2
960,"F","醫學中心","台南市",18,2009,1
961,"F","醫學中心","台南市",18,2010,1
962,"F","醫學中心","台南市",19,2005,1
963,"F","醫學中心","台南市",19,2009,2
964,"F","醫學中心","台南市",19,2010,1
965,"F","醫學中心","台南市",19,2011,1
966,"F","醫學中心","台南市",20,2005,3
967,"F","醫學中心","台南市",20,2006,2
968,"F","醫學中心","台南市",20,2008,1
969,"F","醫學中心","台南市",20,2009,1
970,"F","醫學中心","台南市",20,2010,3
971,"F","醫學中心","台南市",20,2011,5
972,"F","醫學中心","台南市",20,2012,1
973,"F","醫學中心","台南市",21,2005,38
974,"F","醫學中心","台南市",21,2006,35
975,"F","醫學中心","台南市",21,2007,2
976,"F","醫學中心","台南市",21,2008,1
977,"F","醫學中心","台南市",21,2009,4
978,"F","醫學中心","台南市",21,2010,5
979,"F","醫學中心","台南市",21,2011,8
